extra_col_11,extra_col_12,extra_col_13,extra_col_14,extra_col_15,extra_col_16,extra_col_17,extra_col_18,extra_col_19,extra_col_20,extra_col_21,extra_col_22,extra_col_23,interactions,launches,screen_time_min,user_id,youtube_comments,youtube_likes,youtube_views
39.19,43.24,40.24,42.36,37.27,42.36,50.09,53.95,51.13,41.26,67.2,48.41,57.37,7,2,9.35,1060,2325.5,12928.5,249747
36.22,50.53,40.38,53.89,50.9,49.86,56.25,52.7,50.61,71.02,52.27,41.77,40.68,6,4,7.1,1045,2325.5,12928.5,249747
48.89,42.03,42.65,35.64,60.82,27.08,46.69,44.91,34.84,54.89,54.86,54.99,65.44,4,2,16.28,1022,2325.5,12928.5,249747
66.48,28.02,35.49,52.23,41.07,42.01,56.31,47.44,40.6,55.82,41.9,67.38,50.58,5,2,58.64,1076,2325.5,12928.5,249747
44.24,51.21,61.69,50.92,56.72,71.8,55.41,48.15,51.92,47.96,44.68,36.22,62.82,4,0,27.84,1041,2325.5,12928.5,249747
17.9,38.24,50.55,45.66,26.61,33.16,56.01,68.3,25.51,49.42,46.78,45.95,60.19,4,1,39.6,1026,2325.5,12928.5,249747
57.28,57.17,55.6,54.99,51.89,58.72,72.43,42.24,52.7,66.14,52.35,65.11,37,5,1,20.57,1090,2325.5,12928.5,249747
56.05,42.35,48.03,56.69,39.29,31.55,56.46,41.92,57.85,68.24,69.57,30.83,67.55,10,1,18.58,1010,2325.5,12928.5,249747
45.88,51.84,34.76,46.85,51.64,49.49,46.52,48.35,39.09,44.78,64.29,54.2,57.08,2,5,7.61,1043,2325.5,12928.5,249747
57.82,40.24,67.29,33.58,46.96,38.27,47.19,54.59,61.15,51.21,40.52,70.36,61.29,4,1,42.98,1015,2325.5,12928.5,249747
47.25,54.93,74.69,53.58,60.47,56.01,58.46,50.86,57.47,31.99,61.16,60.96,42.81,1,3,35.28,1043,2325.5,12928.5,249747
38.52,45.92,71.59,64.28,50.59,40.31,51.6,60.63,56.34,58.9,58.12,57.41,49.61,3,1,27.01,1023,2325.5,12928.5,249747
55,53.9,45.87,62,64.1,62.78,51.53,48.05,43.61,57.6,47.57,40.13,51.96,3,0,38.85,1058,2325.5,12928.5,249747
50.29,46.4,34.96,40.79,39.14,54.64,42.46,53.56,38.36,55.75,53.91,49.49,63.55,9,3,24.61,1094,2325.5,12928.5,249747
63.64,60.84,26.03,64.22,62.7,37.2,42.92,57.55,40.91,37.58,52.25,47.87,46.37,8,3,61.58,1097,2325.5,12928.5,249747
46.9,49.91,43.11,61.83,45.97,35.48,66.9,54.1,50.89,48,58.28,46.66,38.13,6,3,91.26,1010,2325.5,12928.5,249747
52.67,38.34,42.48,45.84,66.78,53.72,46.67,54.89,62.04,48.11,45.2,52.57,49.74,5,1,21.2,1072,2325.5,12928.5,249747
53.21,53.69,62.31,41.6,56.85,61.6,67,33.12,57.83,49.59,44.27,45.43,60.01,3,2,19.24,1046,2325.5,12928.5,249747
39.7,49.28,53.73,50.61,32.82,45.62,51.74,44.82,45.36,66.24,50.79,52.68,34.34,3,1,32.64,1090,2325.5,12928.5,249747
48.72,52.94,42.53,49.29,53.08,40.46,48.63,68.49,47.64,48.71,62.81,57.53,74.17,3,3,22.8,1037,2325.5,12928.5,249747
60.52,45.33,54.16,47.03,36.79,51.69,56.06,44.22,51.91,54.9,41.53,46.59,42.12,5,4,4.72,1003,2325.5,12928.5,249747
36.01,55.35,46.27,43.98,62.57,51.09,44.49,53.36,51.63,37.76,46.41,47.35,59.22,6,1,24.13,1072,2325.5,12928.5,249747
47.45,28.52,56.18,65.6,42.55,52.09,67.52,59.78,51.84,53.08,51.55,51.88,52.03,3,1,1.51,1066,2325.5,12928.5,249747
51.56,36.36,46.99,42.92,27.69,39.73,34.01,37.63,59.08,54.61,37.32,50.36,55.74,8,4,3.83,1056,2325.5,12928.5,249747
58.77,54.23,49.55,61.74,30.82,62.17,64.62,33.65,42.55,55.41,58.14,60.91,52.56,5,2,14.96,1097,2325.5,12928.5,249747
40.63,55.28,59.31,57.02,52.28,65.86,47.98,46.8,40.48,50.24,48.58,41.35,58.58,5,0,0.41,1053,2325.5,12928.5,249747
53.24,48.92,34.27,38.19,47.48,32.9,36.5,47.35,52.97,42.76,36.04,45.02,45.45,4,0,16.31,1028,2325.5,12928.5,249747
45.75,33.07,41.01,50.71,58.19,64.96,30.69,51.78,48.3,44.29,53.9,46.94,38.84,1,4,2.8,1030,2325.5,12928.5,249747
60.32,55.49,64.55,51.66,45.09,57.87,36.06,52.15,46.79,55.62,29.45,46.58,41.51,5,4,7.37,1031,2325.5,12928.5,249747
58.1,47.9,56.18,50.42,57.64,33.41,66.22,40.5,42.87,36.84,49.22,58.4,55.01,9,5,2.35,1024,2325.5,12928.5,249747
40.44,42.05,54.44,45.12,64.1,41.98,52.8,47.9,42.71,61.38,64.09,40.3,58.36,3,2,14.88,1061,2325.5,12928.5,249747
54.11,39.72,56.4,40.36,52.27,63.62,30.5,54.28,44.27,49.11,47.74,50.72,46.19,7,3,115.65,1002,2325.5,12928.5,249747
51.03,58.49,54.21,57.61,52.6,48.69,35.1,43.02,60.31,64.83,52.6,67.64,44.57,5,3,15.13,1033,2325.5,12928.5,249747
63.23,50.17,45.11,43.54,49.63,69.95,47.97,58.85,59.64,54.28,50.9,54.44,53.28,7,2,11.71,1016,2325.5,12928.5,249747
61.33,49.28,39.01,35.65,50.53,56.64,58.24,64.97,57.03,50.24,44.9,40.37,43.48,3,1,4.77,1060,2325.5,12928.5,249747
37.46,35.12,52.12,47.86,57.99,40.45,46.74,66.49,46.87,48.64,52.42,47.75,60.22,5,1,22.6,1016,2325.5,12928.5,249747
44.41,50.85,60.86,46.81,42.34,47.18,66.69,57.01,51.43,55.5,47.3,59.78,37.6,6,2,11.2,1035,2325.5,12928.5,249747
52.31,41.6,53.64,54.06,59.08,54.46,48.36,63.41,50.98,43.04,37.19,52.85,61.92,6,1,3.94,1012,2325.5,12928.5,249747
49.36,48.84,38.91,36.95,52.56,40.84,54.35,36.29,45.13,44.85,47.86,55.72,57.25,7,1,22.47,1029,2325.5,12928.5,249747
46.59,54.4,50.92,56.41,48.31,49.41,35.18,71.22,68.25,54.18,62.36,59.48,47.46,4,5,0.26,1054,2325.5,12928.5,249747
49,54.18,57.94,53.34,48.44,57.93,35.43,69.17,48.46,61.47,49.94,47.31,44.13,4,0,38.96,1079,2325.5,12928.5,249747
52.63,44.31,54.08,53.62,41.08,41.87,44.02,38.71,50.66,63.42,44.95,33.25,41.35,1,1,1.24,1004,2325.5,12928.5,249747
64.32,45.62,38.09,36.56,48.86,42.75,49.89,56.05,59.43,52.05,25.91,44.1,60.47,8,1,61.2,1072,2325.5,12928.5,249747
35.26,44.14,46.96,35.39,56.83,63.4,45.52,50.37,72.71,50.86,48.62,39.54,27,3,5,1.62,1062,2325.5,12928.5,249747
32.45,53.11,46.79,47.62,48.42,60.27,26.05,55.25,45.85,39.09,58.03,45.9,64.03,6,6,27.22,1067,2325.5,12928.5,249747
47.78,40.51,70.02,36.48,39.95,51.03,54.69,36.24,25.54,59.57,51.64,36.62,37.87,3,2,55.7,1065,2325.5,12928.5,249747
47.56,56.19,44.98,38.9,51.33,55.32,49.15,48.88,51.23,39.78,61.35,56.37,64.62,8,5,9.06,1089,2325.5,12928.5,249747
58.94,53.09,39.84,61.98,49.66,59.78,49.67,59.18,48.84,61.86,39.85,43.59,39.5,6,3,80.92,1026,2325.5,12928.5,249747
42.86,50.58,51.32,38.86,70.42,42.43,46.42,55.33,50.7,59.96,56.46,41.15,41.23,6,2,9.18,1011,2325.5,12928.5,249747
63,57.95,60.56,39.55,34.03,41.29,33.81,61.35,51.87,44.15,50.2,50.78,64.11,2,2,36.76,1018,2325.5,12928.5,249747
54.08,36.27,34.55,50.32,46.25,50.71,52.19,27.52,39.2,45.43,53.2,63.87,42.52,4,1,6.87,1086,2325.5,12928.5,249747
40.62,48.77,34.23,61.12,46.87,62.51,46.14,38.33,48.91,49.71,54.32,52.55,39.19,7,2,5.1,1086,2325.5,12928.5,249747
47.75,59.49,58.86,48,44.16,51.56,40.37,56.2,49.47,34.62,51.01,50.83,56.27,6,2,48.27,1028,2325.5,12928.5,249747
41.44,58.09,38.59,57.65,52.42,50.05,77.69,46.22,46.95,51.02,63.57,56.2,27.72,7,2,10.87,1083,2325.5,12928.5,249747
56.34,56.36,52.11,59.83,33.53,58.29,52.39,47.77,45.73,49.23,51.24,46.51,44.33,10,2,23.73,1033,2325.5,12928.5,249747
38.29,59.76,72.52,48.12,55.41,44.61,39.17,57.53,74.28,45.22,51.73,46.24,40.81,6,2,2.79,1014,2325.5,12928.5,249747
43.98,38.32,48.81,53.12,41.36,57.96,43.59,54.8,37.87,55.72,55.09,18.5,41.83,4,0,7.42,1049,2325.5,12928.5,249747
34.86,29.4,63.28,60.17,68.98,58.6,52.11,56.1,52.17,52.09,67.35,53.59,64.84,5,1,45.19,1083,2325.5,12928.5,249747
32.73,38.02,54.3,48.69,50.33,60.49,32.57,40.68,51.87,53.47,50.3,57.69,60.66,5,2,51.83,1073,2325.5,12928.5,249747
27.77,37.59,50.97,52.42,43.65,49.88,45.68,33.67,44.59,54.48,52.07,50.05,72.95,7,2,0.34,1031,2325.5,12928.5,249747
33.99,61.44,47.23,46.36,53.04,45.46,49.65,47.34,41.81,58.79,62.37,56.8,35.84,7,4,62.32,1058,2325.5,12928.5,249747
49.33,50.18,49.13,50.84,31.14,48.02,51.19,61.57,49.41,50.56,41.43,24.46,44.51,8,1,26.22,1050,2325.5,12928.5,249747
56.57,56.46,36.47,57.88,36.55,34.17,43.95,47.54,61.92,46.64,57.03,47.15,43.1,11,1,2.3,1023,2325.5,12928.5,249747
53.86,60.49,48.39,54.67,50.44,62.61,35.52,45.93,47.8,54.66,55.24,58.42,67.53,4,2,4.23,1075,2325.5,12928.5,249747
54.56,57.27,54.79,59.25,40.86,43.88,49.14,52.69,45.43,54.43,68.18,69.82,55.38,7,3,36.17,1031,2325.5,12928.5,249747
60.24,51.65,58.48,42.68,47.61,53.59,55.11,52.51,54.93,42.84,48.93,49.48,45.7,7,2,25.3,1003,2325.5,12928.5,249747
61.35,66.52,38.63,47.23,55.65,40.82,60.63,47.8,40.48,60.55,73.67,46.94,34.41,5,1,19.14,1032,2325.5,12928.5,249747
52.79,45.41,26.25,44.18,59.49,61.13,51.11,34.24,43.15,55.02,48.32,62.96,53.5,1,1,21.77,1013,2325.5,12928.5,249747
40.04,53.51,48.01,49.53,41.36,53.17,56.95,61.62,58.64,46.09,58.72,52.84,36.84,5,5,30.8,1082,2325.5,12928.5,249747
37.4,32.7,44.49,55.19,46.28,51.89,52.99,42.21,43.2,46.83,51.65,53.57,54.32,4,3,12.88,1067,2325.5,12928.5,249747
32.77,48.5,42.56,43.4,46.97,49.34,52.11,57.35,62.92,39.85,50.28,54.66,51.05,8,4,3.06,1086,2325.5,12928.5,249747
38.3,33.51,52.07,35.67,40.37,45.32,31.07,53.81,48.34,48.61,70.48,57.99,47.78,2,1,74.35,1053,2325.5,12928.5,249747
43.22,32.48,35.06,50.31,58.21,57.82,40.43,45.01,45.39,62.37,50.19,27.31,48.74,2,2,1.04,1041,2325.5,12928.5,249747
57.64,67.92,48.72,61.85,53.8,50.61,50.45,40.57,46.05,41.96,57.18,54.02,32.45,1,1,12.68,1093,2325.5,12928.5,249747
49.04,59.37,53.98,31.58,51.84,38.3,41.44,30.38,60.18,55.01,41.02,60.43,44.76,5,3,42.55,1099,2325.5,12928.5,249747
43.79,56.25,28.93,58.43,37.44,46.09,54.73,59.35,54.32,51.98,32.51,51.93,56.43,3,2,36.11,1033,2325.5,12928.5,249747
31.32,46.8,48.42,43.39,36.03,53.81,45.35,55.12,41.99,47.02,44.99,43.87,59.7,4,2,43.21,1089,3167,21140,244339
51.57,54.85,11.73,45.83,56.28,51.87,44.56,39.37,57.93,44.89,58.13,37.8,50.68,3,4,15.6,1064,2325.5,12928.5,249747
49.03,19.78,72.48,39.46,49.05,38.67,49.3,54.01,57.54,40.01,30.33,50.68,62.34,6,2,14.67,1096,2325.5,12928.5,249747
54.28,33.63,52.14,46.88,49.85,47.9,44.64,39.3,42.04,41.92,60.82,70.23,48.64,5,3,37.08,1048,2325.5,12928.5,249747
38.89,50.33,53.62,45.97,53,62.65,39.21,49.77,48.15,61.04,36.18,62.3,57.13,4,2,14.61,1075,2325.5,12928.5,249747
49.9,37.35,47.79,74.79,55.13,42.05,59.81,54.33,65.27,48.96,62.21,48.67,57.83,3,2,73.35,1017,2325.5,12928.5,249747
55.81,34.76,58.37,61.59,36.18,58.81,36.97,39.98,45.95,39.7,75.12,37.24,51.82,5,3,4.87,1071,2325.5,12928.5,249747
40.51,33.76,47.34,52.56,52.87,52.85,56.06,68.4,49.52,42.61,34.18,49.94,51.95,5,4,48.78,1085,2325.5,12928.5,249747
49.32,39.99,66.37,38.54,55.54,60.52,62.29,51.58,42.97,59.11,55.76,48.53,57.63,6,0,182.79,1016,2325.5,12928.5,249747
44.57,63.51,49.75,45.55,63.66,46.06,51.25,49.68,61.21,45.35,60.74,47.91,50.05,2,2,28.14,1037,2325.5,12928.5,249747
57.65,56.91,48.18,45.53,63.29,47.55,50.41,52.53,59.88,52,56.78,50.22,51.5,2,3,12.55,1056,2325.5,12928.5,249747
32.13,53.04,52.14,69.38,45.65,46.51,37.34,66.48,45.83,53.46,64.47,65.75,48,6,1,59.19,1023,2325.5,12928.5,249747
53.19,49.84,53.42,51.63,39.34,48.31,54.45,33.04,52.85,51.32,49.01,43.35,46.39,1,2,56.95,1075,2325.5,12928.5,249747
39.06,39.08,39.13,38.8,54.49,38.78,57.44,43.85,61.71,39.63,50.09,57.41,60.64,5,1,15.12,1064,2325.5,12928.5,249747
50.81,41.57,63.81,52.33,64.3,57.61,32.05,50.19,31.61,58.2,44.86,51.61,46.77,4,1,52.76,1048,2325.5,12928.5,249747
41.01,48.11,52.64,56.8,40.97,44.14,44.11,35.17,41.5,58.35,40.4,40.84,40.52,3,2,0.7,1053,2325.5,12928.5,249747
57.93,41.77,24.22,58.5,37.16,63.63,53.08,51.48,60.54,54.84,64.53,52.4,52.82,3,0,22.4,1006,2325.5,12928.5,249747
51.05,56.57,61.01,57.08,47.29,61.29,32.19,42.2,49.58,53.08,52.36,44.87,65.26,3,3,47.85,1011,2325.5,12928.5,249747
38.38,40.87,24.28,43.45,35.11,57.08,59.73,69.83,46.71,51.25,46.92,46.63,58.13,4,0,48.36,1039,2325.5,12928.5,249747
52.75,59.78,49.16,34.95,45.76,58.12,46.36,51.07,52.98,42.2,43.24,42.84,57.35,6,0,2.5,1009,2325.5,12928.5,249747
64.57,51.73,42.07,54.14,43.9,53.54,46.68,63.67,43.36,79.04,37.6,45.11,46.24,5,0,101.2,1064,2325.5,12928.5,249747
37.77,47.73,47.47,28.08,50.98,50.1,62.12,52.8,43.86,60.92,39.81,52.18,63.25,5,2,76.96,1044,2325.5,12928.5,249747
48.33,60.19,53.53,59.26,52.14,56.28,52.1,39.65,49.19,47.98,60.2,50.97,55.31,2,1,0.19,1084,2325.5,12928.5,249747
53.82,45.23,48.28,52.05,40.57,54.39,68.23,45.17,39.12,44.62,57.86,54.01,55.84,6,2,59.22,1076,2325.5,12928.5,249747
52.63,43.93,40.3,46.49,55.21,58.41,51.83,50.4,46.72,54.33,69.54,66.06,43.99,7,4,10.32,1081,2325.5,12928.5,249747
48.93,49.63,48.85,52.86,66.12,68.53,32.79,49.5,57.77,37.29,35.14,52.87,41.83,3,1,140.73,1007,2325.5,12928.5,249747
61.71,46.68,52.65,46.3,52.15,48.07,67.09,61.18,31.31,49.96,54.68,54.91,62.08,2,2,9,1021,2325.5,12928.5,249747
53,49.13,40.14,44.39,65.93,48.67,46.37,50.65,57.53,51.86,58.08,51.09,46.09,6,3,20.47,1008,2325.5,12928.5,249747
53.08,35.42,37.1,52.68,47.55,47.33,56.69,48.27,47.71,62.08,36.71,38.97,28.93,6,0,0.42,1043,2325.5,12928.5,249747
63.69,42.9,67.81,43.2,50.19,52.46,51.86,36.82,62.02,64.33,67.65,58.51,33.92,6,5,1.45,1012,2325.5,12928.5,249747
64.39,36.83,55.97,58.79,51.08,53.15,74.11,51.18,60.64,53.04,58.22,47.76,68.46,3,1,112.81,1021,2325.5,12928.5,249747
46.58,44.42,61.13,43.85,37.21,34.6,46.07,38.53,43.31,40.26,49.77,33.54,45.25,5,4,32.26,1046,2325.5,12928.5,249747
43.27,64.3,68.73,45.47,45.68,42.85,57.47,44.78,55.73,70.84,51.18,58.11,51.21,7,0,10.72,1066,2325.5,12928.5,249747
53.82,45.77,42.21,70.37,57.08,59.14,43.96,38.72,21.34,50.93,48.02,57.25,65.34,3,3,13.06,1019,2325.5,12928.5,249747
28.61,26.95,53.69,29.56,51.13,56.18,26.05,59.33,62.35,64.04,55.83,49.17,44.27,5,2,9.7,1067,2325.5,12928.5,249747
49.27,49.45,49.91,43.53,57.27,58.77,44.12,51.26,54.11,38.78,48.55,51.28,51.42,9,0,35.8,1097,2325.5,12928.5,249747
52.31,33.87,41.1,43.55,65.9,42.86,45.49,51.53,54.52,58.66,55.49,54.14,44.52,5,4,4,1010,2325.5,12928.5,249747
55.29,50.51,50.5,56.9,49.34,34.29,57.18,41.61,57.1,57.06,52.87,47.66,41.73,7,1,1.04,1003,2325.5,12928.5,249747
51.8,53.33,44.71,53.44,50.03,37.25,57.53,35.42,56.27,52.48,36.75,47.2,39.26,9,3,39.64,1085,2325.5,12928.5,249747
39.85,61.13,46.85,29.07,59.73,58.25,55.51,55.98,51.89,55.14,44.56,63.45,51.42,3,1,73.26,1094,2325.5,12928.5,249747
48.6,38.51,55.87,52.97,31.77,46.94,55.61,35.05,42.81,52.42,56.3,63.26,47.19,4,5,30.72,1085,2325.5,12928.5,249747
34.07,65.85,57.39,35.74,49.43,47.96,51.23,57.17,53.66,47.84,49.45,40.43,57.07,9,2,10.47,1060,2325.5,12928.5,249747
57.2,51.55,43.78,54.98,62.49,52.53,50.28,60.13,57.75,47.98,55.52,49.58,54.55,5,0,47.17,1098,2325.5,12928.5,249747
52.15,51.1,49.37,52.93,57.26,42.49,34.41,48.17,63.94,53.06,46.96,39.87,36.87,1,4,54.6,1014,2325.5,12928.5,249747
61.56,49.15,49.32,40.98,68.61,49.26,37.82,51.63,43.55,44.79,57.49,48.97,52.64,5,2,0.89,1035,2325.5,12928.5,249747
53.95,46.94,58.85,45.33,39.88,52.87,60.79,46.27,56.89,52.99,44.31,43.03,55,6,2,2.9,1081,2325.5,12928.5,249747
42.64,45.61,52.73,49.33,41.37,58.88,52.77,48.59,41.31,56.12,35.38,37.21,52.88,11,1,3.7,1019,2325.5,12928.5,249747
57.12,34.62,31.47,45.65,62.32,44.14,53.81,54.8,62.48,44.52,47.84,62.69,52.45,3,2,89.75,1057,2325.5,12928.5,249747
57.74,58.52,48.34,46.55,43.63,61.15,47.6,47.68,62.67,53.44,57.87,49.27,46.15,5,2,27.01,1093,2325.5,12928.5,249747
38.45,37.67,47.16,59.85,52.18,42.41,47.89,43.57,53.17,56.06,45.26,46.52,59.62,3,3,25.05,1004,2325.5,12928.5,249747
41.35,49.66,48.62,42.05,39.96,28.69,58.78,73.07,60.9,53.1,56.63,21.27,46.71,8,4,0.51,1073,2325.5,12928.5,249747
37.01,44.89,60.35,49.21,35.21,63.66,46.71,62.08,56.49,50.9,66.69,40.48,70.97,2,4,15.16,1018,2325.5,12928.5,249747
56.38,55.54,52.98,52.04,50.75,52.28,53.78,51.87,62.77,35.43,49.93,49.88,64.82,6,1,3.7,1006,3111,18874,315387
56.05,46.82,51.84,43.14,55.84,41.77,52.32,44.11,42.96,55.7,51.1,53.61,52.39,4,4,48.61,1085,2325.5,12928.5,249747
58.64,41.63,58.08,41.11,63.28,63.86,59.88,43.73,54.01,32.84,45.15,44.79,59.27,7,2,5.39,1010,2325.5,12928.5,249747
56.93,46.11,51.28,48.44,68.24,44.77,39,57.21,34.61,48.98,71.73,55.86,48.08,5,1,2.22,1009,2325.5,12928.5,249747
46.24,57.72,36.48,47.48,53.06,60.7,43.82,44.8,53.83,40.35,42.1,65.71,47.05,6,0,36.22,1092,2325.5,12928.5,249747
40.72,43.32,52.15,34.77,47.01,50.73,51.36,52.63,32.76,41.94,59.73,49.56,50.17,3,1,22.42,1060,2325.5,12928.5,249747
44.89,49.85,46.25,62.08,43.59,39.14,48.18,43.25,42.7,47.74,55.19,52.94,48.27,2,1,25.13,1080,2325.5,12928.5,249747
58.94,57,51.87,40.03,46.42,56.12,38.54,44.73,48.12,39.51,62.88,44.33,40.59,3,2,12.48,1089,2325.5,12928.5,249747
45.18,51.7,62.44,36.38,35.67,48.81,66.24,66.96,51.51,31.04,42.53,24.29,45.2,11,2,42.51,1024,2325.5,12928.5,249747
44.39,47.6,48.43,40.92,58.55,54.52,58.48,55.96,53.92,53.14,43.81,52.39,59.84,7,2,3.55,1095,2325.5,12928.5,249747
30.92,39.93,37.93,63.5,55.8,48.2,44.01,44.59,49.84,45.14,54.35,67.59,54.42,4,0,91.61,1066,2325.5,12928.5,249747
54.72,36.99,44.59,37.86,47.14,62.95,50.1,69.98,35.1,37.42,62.37,39.89,62.8,6,2,101.72,1049,2325.5,12928.5,249747
47.04,51.56,46.86,67.01,51.49,47.2,49.31,56.71,74.48,51.71,52.39,46.58,48.24,4,2,2.67,1057,2325.5,12928.5,249747
27.25,56.05,48.96,44.17,55.09,67.95,54.94,46.14,58.14,42.2,39.29,64.13,51.34,6,3,44.78,1056,2325.5,12928.5,249747
48.03,17.38,49.12,49.65,44.38,50.4,46.22,47.09,48.55,36.17,45.22,47.63,50.73,7,1,45.91,1026,2325.5,12928.5,249747
46.02,43.47,68.27,46.12,36.6,61.5,58.25,50.85,46.25,51.19,33.89,52.62,56.67,4,2,11.76,1001,2325.5,12928.5,249747
43.63,47.13,41.2,51.37,43.53,50.96,39.08,49.56,37.06,56.4,55.2,46.37,41.35,5,3,14.44,1009,2325.5,12928.5,249747
48.15,35.48,58.86,39.3,61.39,50.02,50.87,43.07,44.97,45.8,54.5,53.96,32.64,6,1,41.26,1011,2325.5,12928.5,249747
41.33,48.29,58.76,51.93,77.75,49.96,45.31,44.2,25.81,42.18,48.72,59.23,44.15,2,0,120.05,1010,2325.5,12928.5,249747
56.66,65.38,45.45,48.63,41.91,30.58,38.13,57.41,38.84,38.92,40.81,53.38,49.78,6,4,17.19,1027,2325.5,12928.5,249747
62.48,37.78,44.29,48.27,40.3,54.32,53.93,59.78,26.88,55.02,46.44,44.95,50.63,5,1,7.37,1073,2325.5,12928.5,249747
47.99,52.81,20.25,59.34,30.23,50.33,47.95,56.92,48.63,53,51.05,64.59,69.27,2,0,11.11,1028,2325.5,12928.5,249747
30.15,51.41,45.17,25.43,73.1,44.39,42.85,43.57,58.78,56.97,49.94,57.48,46.11,5,1,99.29,1006,2325.5,12928.5,249747
54.34,64.3,46.97,40.32,46.96,43.88,48.8,44.67,38.04,37.6,38.79,47.2,74.41,7,2,7.76,1009,2325.5,12928.5,249747
62.24,44.76,45.54,41.22,35.85,35.33,56.29,61.92,48.47,47.74,54.6,45.97,32.09,8,0,66.69,1065,2325.5,12928.5,249747
57.8,61.92,41.2,26.19,44.63,57.27,43.94,47.85,50.9,50.64,60.12,49.66,48.74,9,2,49.38,1051,2325.5,12928.5,249747
51.09,59.49,40.18,68.33,52.37,58.78,54.59,47.89,66.92,53.51,38.45,36.49,50.53,5,5,54.83,1010,2325.5,12928.5,249747
38.49,31.08,67.1,45.98,61.75,55.82,68.8,56.8,57.38,35.8,32.68,34.8,52.91,7,0,11.89,1057,2325.5,12928.5,249747
50.36,44.95,47.91,52.29,56.29,47.41,42.64,54.11,51.07,48.68,62.18,51.89,49.77,3,0,11.92,1088,2325.5,12928.5,249747
58.22,45.18,50.41,55.49,33.61,61.11,44.5,57.17,42.55,61.85,60.47,60.66,60.22,2,5,21.79,1097,2325.5,12928.5,249747
64.62,52.51,61.76,58.59,50.44,42.64,39.43,60.66,39.92,52.16,50.75,42.42,50.31,8,0,12.22,1008,2325.5,12928.5,249747
51.2,32.47,56.95,36.24,53.02,47.5,35.56,42.69,39.01,40.79,34.64,39.14,39.96,3,2,2.03,1058,2325.5,12928.5,249747
54.75,31.74,46.27,59.79,49.28,54.44,61.19,46.1,43.16,44.02,25.24,41.93,43.59,6,0,31.41,1087,2325.5,12928.5,249747
30.86,47.52,63.07,45.02,60.23,41.02,55.13,53.44,61.2,31.23,54.12,70.59,67.69,4,0,18.34,1068,2325.5,12928.5,249747
44.57,57.49,43.38,44.6,46,54.26,40.22,57.47,38.11,38.84,51.13,47.69,55.29,8,2,63.95,1074,2325.5,12928.5,249747
56.21,46.57,60.84,45.88,58.37,54.64,72.71,49.01,52.62,42.84,33.04,56.71,29.37,6,1,16.88,1049,2325.5,12928.5,249747
49.08,52.79,37.85,31.97,40.86,42.08,40.07,34.84,55.52,44.71,32.24,44.37,59.22,4,2,6.52,1078,2325.5,12928.5,249747
71.25,68.35,50.7,51.98,38.13,46.81,36.56,53.73,53.92,39.01,64.33,65.52,47.76,3,0,0.76,1089,2325.5,12928.5,249747
47.79,54.76,57.58,43.64,50.83,41.41,54.98,39.94,32.98,41.14,37.92,35.61,37.73,5,0,9.53,1047,2325.5,12928.5,249747
47.07,53.13,45.53,55.35,54.53,36.61,46.82,42.35,40.99,64.39,53.32,46.57,47.99,8,3,14.84,1028,2325.5,12928.5,249747
56.58,47.27,64.78,67.25,42.01,40.34,54.45,52.07,57.76,46.07,52.53,63.34,66.57,4,3,13.88,1091,2325.5,12928.5,249747
75.06,40.52,76.43,55.57,66.71,41.83,49.86,51.77,40.26,41.83,42.47,49.18,55.38,8,2,6.32,1072,2325.5,12928.5,249747
39.7,53.45,47.23,36.44,47.96,57.55,69.84,54.48,52.33,57.78,50.37,55.87,61.58,13,3,82.23,1011,2325.5,12928.5,249747
62.26,61.84,54.29,50.26,34.23,49.72,54.42,60.88,32.83,44.6,46.54,54.88,47.99,7,0,13.78,1049,2325.5,12928.5,249747
46.08,53.42,38.86,56.48,55.49,43.16,58.25,52.88,66.93,47.99,39.79,50.82,30.01,3,2,9.58,1046,2325.5,12928.5,249747
52.78,45.54,45.6,40.72,55.51,38.19,38.38,54.43,54.7,53.37,39.52,56.46,62.94,5,1,0.3,1080,2325.5,12928.5,249747
65.21,50.53,31.67,53.78,47.34,47.46,36.81,61.22,38.14,53.09,34.78,41.73,61.03,4,1,46.06,1024,2175,12520,280332
48.2,43.08,44.12,50.14,49.67,47.42,52.4,61.48,34.67,53.48,45.73,56.2,59.03,10,1,35.05,1031,2325.5,12928.5,249747
57.92,70.2,59.45,63.59,39.06,46.93,43.05,35.16,41.87,31.12,40.88,44.41,53.73,6,2,29.18,1082,2325.5,12928.5,249747
67.26,48.73,50.77,49.47,51.22,51.15,66.96,45.05,59.2,52.14,34.5,32.19,54.21,11,2,7.15,1085,2325.5,12928.5,249747
61.14,64.73,54.54,46.63,52.56,43.12,55.82,52.02,39.34,62.8,57.64,56.9,51.15,5,2,15.29,1001,2325.5,12928.5,249747
54.56,34.67,41.66,60.33,59.62,13.2,55.28,53.27,58.9,57.29,64.22,39.39,57.65,4,2,17.74,1024,2325.5,12928.5,249747
42.15,37.37,46.93,45.94,41.93,53.47,43.45,70.73,42,42.59,64.47,51.77,53.96,5,1,50.79,1059,2325.5,12928.5,249747
62.25,32.16,45.47,42.93,37.3,54.11,57.61,46.88,64.29,47.5,58.29,48.77,48.75,3,1,14.16,1018,2325.5,12928.5,249747
56.65,65.24,53.99,56.75,56.17,35.74,48.6,39.66,44.38,56.73,47.96,55.04,33.62,9,3,14.06,1045,2325.5,12928.5,249747
